index, frame, sample, time, raw[0], cal[0], raw[1], cal[1], raw[2], cal[2]
0,10,0,0.00123957,2104,2.78149,-136,-0.0320551,7832,9.47955
1,10,1,0.00247914,2104,2.78149,-184,-0.0890419,7864,9.51746
2,10,2,0.00371871,2128,2.81011,-116,-0.00831058,7748,9.38003
3,10,3,0.00495828,2120,2.80057,-160,-0.0605485,7812,9.45586
4,10,4,0.00619785,2120,2.80057,-192,-0.0985397,7792,9.43216
5,10,5,0.00743743,2144,2.82919,-120,-0.0130595,7800,9.44164
6,10,6,0.008677,2144,2.82919,-96,0.0154339,7772,9.40847
7,10,7,0.00991657,2144,2.82919,-132,-0.0273062,7824,9.47007
8,11,0,0.0111561,2128,2.81011,-100,0.010685,7800,9.44164
9,11,1,0.0123957,2096,2.77195,-88,0.0249317,7868,9.5222
10,11,2,0.0136353,2108,2.78626,-88,0.0249317,7800,9.44164
11,11,3,0.0148749,2144,2.82919,-80,0.0344295,7876,9.53168
12,11,4,0.0161144,2180,2.87212,-136,-0.0320551,7832,9.47955
13,11,5,0.017354,2152,2.83873,-96,0.0154339,7868,9.5222
14,11,6,0.0185936,2152,2.83873,-116,-0.00831058,7816,9.4606
15,11,7,0.0198331,2104,2.78149,-116,-0.00831058,7868,9.5222
16,11,8,0.0210727,2120,2.80057,-120,-0.0130595,7884,9.54116
17,12,0,0.0223123,2176,2.86735,-120,-0.0130595,7792,9.43216
18,12,1,0.0235518,2204,2.90074,-152,-0.0510507,7788,9.42742
19,12,2,0.0247914,2176,2.86735,-144,-0.0415529,7764,9.39899
20,12,3,0.026031,2160,2.84827,-160,-0.0605485,7760,9.39425
21,12,4,0.0272706,2176,2.86735,-144,-0.0415529,7792,9.43216
22,12,5,0.0285101,2160,2.84827,-136,-0.0320551,7868,9.5222
23,12,6,0.0297497,2168,2.85781,-144,-0.0415529,7768,9.40373
24,12,7,0.0309893,2180,2.87212,-160,-0.0605485,7840,9.48903
25,13,0,0.0322288,2128,2.81011,-116,-0.00831058,7764,9.39899
26,13,1,0.0334684,2176,2.86735,-116,-0.00831058,7808,9.45112
27,13,2,0.034708,2184,2.87689,-96,0.0154339,7840,9.48903
28,13,3,0.0359476,2168,2.85781,-144,-0.0415529,7848,9.49851
29,13,4,0.0371871,2120,2.80057,-132,-0.0273062,7832,9.47955
30,13,5,0.0384267,2184,2.87689,-116,-0.00831058,7784,9.42268
31,13,6,0.0396663,2144,2.82919,-116,-0.00831058,7776,9.41321
32,13,7,0.0409058,2184,2.87689,-116,-0.00831058,7808,9.45112
33,14,0,0.0421454,2160,2.84827,-80,0.0344295,7768,9.40373
34,14,1,0.043385,2152,2.83873,-108,0.00118723,7772,9.40847
35,14,2,0.0446246,2184,2.87689,-136,-0.0320551,7760,9.39425
36,14,3,0.0458641,2168,2.85781,-80,0.0344295,7764,9.39899
37,14,4,0.0471037,2168,2.85781,-116,-0.00831058,7764,9.39899
38,14,5,0.0483433,2144,2.82919,-64,0.0534251,7856,9.50799
39,14,6,0.0495828,2192,2.88643,-88,0.0249317,7768,9.40373
40,14,7,0.0508224,2176,2.86735,-76,0.0391784,7792,9.43216
41,15,0,0.052062,2176,2.86735,-108,0.00118723,7808,9.45112
42,15,1,0.0533015,2192,2.88643,-92,0.0201828,7884,9.54116
43,15,2,0.0545411,2144,2.82919,-108,0.00118723,7816,9.4606
44,15,3,0.0557807,2212,2.91028,-152,-0.0510507,7808,9.45112
45,15,4,0.0570203,2184,2.87689,-152,-0.0510507,7784,9.42268
46,15,5,0.0582598,2236,2.9389,-124,-0.0178084,7824,9.47007
47,15,6,0.0594994,2184,2.87689,-104,0.00593613,7864,9.51746
48,15,7,0.060739,2200,2.89597,-176,-0.0795441,7852,9.50325
49,16,0,0.0619785,2192,2.88643,-132,-0.0273062,7800,9.44164
50,16,1,0.0632181,2228,2.92936,-140,-0.036804,7856,9.50799
51,16,2,0.0644577,2200,2.89597,-80,0.0344295,7868,9.5222
52,16,3,0.0656973,2220,2.91982,-108,0.00118723,7816,9.4606
53,16,4,0.0669368,2192,2.88643,-92,0.0201828,7752,9.38477
54,16,5,0.0681764,2176,2.86735,-116,-0.00831058,7784,9.42268
55,16,6,0.069416,2168,2.85781,-108,0.00118723,7792,9.43216
56,16,7,0.0706555,2204,2.90074,-104,0.00593613,7784,9.42268
57,17,0,0.0718951,2212,2.91028,-56,0.0629229,7768,9.40373
58,17,1,0.0731347,2200,2.89597,-88,0.0249317,7816,9.4606
59,17,2,0.0743743,2204,2.90074,-80,0.0344295,7792,9.43216
60,17,3,0.0756138,2184,2.87689,-80,0.0344295,7824,9.47007
61,17,4,0.0768534,2176,2.86735,-116,-0.00831058,7860,9.51272
62,17,5,0.078093,2188,2.88166,-100,0.010685,7808,9.45112
63,17,6,0.0793325,2168,2.85781,-108,0.00118723,7832,9.47955
64,17,7,0.0805721,2204,2.90074,-88,0.0249317,7792,9.43216
65,18,0,0.0818117,2136,2.81965,-128,-0.0225573,7808,9.45112
66,18,1,0.0830513,2160,2.84827,-116,-0.00831058,7832,9.47955
67,18,2,0.0842908,2176,2.86735,-96,0.0154339,7848,9.49851
68,18,3,0.0855304,2168,2.85781,-128,-0.0225573,7816,9.4606
69,18,4,0.08677,2168,2.85781,-124,-0.0178084,7824,9.47007
70,18,5,0.0880095,2168,2.85781,-136,-0.0320551,7768,9.40373
71,18,6,0.0892491,2176,2.86735,-128,-0.0225573,7816,9.4606
72,18,7,0.0904887,2168,2.85781,-144,-0.0415529,7800,9.44164
73,19,0,0.0917282,2200,2.89597,-128,-0.0225573,7816,9.4606
74,19,1,0.0929678,2152,2.83873,-92,0.0201828,7836,9.48429
75,19,2,0.0942074,2136,2.81965,-152,-0.0510507,7792,9.43216
76,19,3,0.095447,2100,2.77672,-100,0.010685,7840,9.48903
77,19,4,0.0966865,2120,2.80057,-100,0.010685,7816,9.4606
78,19,5,0.0979261,2136,2.81965,-96,0.0154339,7840,9.48903
79,19,6,0.0991657,2128,2.81011,-88,0.0249317,7816,9.4606
80,19,7,0.100405,2136,2.81965,-76,0.0391784,7832,9.47955
81,20,0,0.101645,2108,2.78626,-96,0.0154339,7848,9.49851
82,20,1,0.102884,2096,2.77195,-88,0.0249317,7864,9.51746
83,20,2,0.104124,2128,2.81011,-80,0.0344295,7880,9.53642
84,20,3,0.105364,2100,2.77672,-72,0.0439273,7848,9.49851
85,20,4,0.106603,2096,2.77195,-116,-0.00831058,7792,9.43216
86,20,5,0.107843,2076,2.7481,-108,0.00118723,7800,9.44164
87,20,6,0.109082,2124,2.80534,-128,-0.0225573,7792,9.43216
88,20,7,0.110322,2068,2.73856,-116,-0.00831058,7776,9.41321
89,21,0,0.111561,2080,2.75287,-168,-0.0700463,7824,9.47007
90,21,1,0.112801,2056,2.72425,-140,-0.036804,7792,9.43216
91,21,2,0.114041,2104,2.78149,-168,-0.0700463,7760,9.39425
92,21,3,0.11528,2076,2.7481,-136,-0.0320551,7768,9.40373
93,21,4,0.11652,2092,2.76718,-168,-0.0700463,7832,9.47955
94,21,5,0.117759,2088,2.76241,-148,-0.0463018,7792,9.43216
95,21,6,0.118999,2096,2.77195,-152,-0.0510507,7832,9.47955
96,21,7,0.120238,2108,2.78626,-132,-0.0273062,7876,9.53168
97,22,0,0.121478,2144,2.82919,-140,-0.036804,7848,9.49851
98,22,1,0.122718,2084,2.75764,-184,-0.0890419,7792,9.43216
99,22,2,0.123957,2080,2.75287,-136,-0.0320551,7852,9.50325
