index, frame, sample, time, raw[0], cal[0], raw[1], cal[1], raw[2], cal[2]
0,10,0,0.00123622,1056,1.53176,-136,-0.0320551,8096,9.79232
1,10,1,0.00247243,1032,1.50314,-136,-0.0320551,8024,9.70702
2,10,2,0.00370865,1032,1.50314,-124,-0.0178084,8064,9.75441
3,10,3,0.00494486,1056,1.53176,-92,0.0201828,8088,9.78284
4,10,4,0.00618108,1048,1.52222,-120,-0.0130595,8096,9.79232
5,10,5,0.0074173,1048,1.52222,-96,0.0154339,8092,9.78758
6,10,6,0.00865351,1056,1.53176,-72,0.0439273,8056,9.74493
7,10,7,0.00988973,1048,1.52222,-116,-0.00831058,8124,9.82549
8,10,8,0.0111259,1072,1.55084,-116,-0.00831058,8164,9.87288
9,10,9,0.0123622,1024,1.4936,-128,-0.0225573,8048,9.73545
10,10,10,0.0135984,1056,1.53176,-136,-0.0320551,8056,9.74493
11,10,11,0.0148346,1040,1.51268,-124,-0.0178084,8056,9.74493
12,10,12,0.0160708,1048,1.52222,-160,-0.0605485,8112,9.81127
13,10,13,0.017307,1064,1.5413,-140,-0.036804,8072,9.76388
14,10,14,0.0185432,1032,1.50314,-144,-0.0415529,8092,9.78758
15,10,15,0.0197795,1040,1.51268,-144,-0.0415529,8056,9.74493
16,11,0,0.0210157,1056,1.53176,-136,-0.0320551,8096,9.79232
17,11,1,0.0222519,1032,1.50314,-136,-0.0320551,8024,9.70702
18,11,2,0.0234881,1032,1.50314,-124,-0.0178084,8064,9.75441
19,11,3,0.0247243,1056,1.53176,-92,0.0201828,8088,9.78284
20,11,4,0.0259605,1048,1.52222,-120,-0.0130595,8096,9.79232
21,11,5,0.0271967,1048,1.52222,-96,0.0154339,8092,9.78758
22,11,6,0.028433,1056,1.53176,-72,0.0439273,8056,9.74493
23,11,7,0.0296692,1048,1.52222,-116,-0.00831058,8124,9.82549
24,11,8,0.0309054,1072,1.55084,-116,-0.00831058,8164,9.87288
25,11,9,0.0321416,1024,1.4936,-128,-0.0225573,8048,9.73545
26,11,10,0.0333778,1056,1.53176,-136,-0.0320551,8056,9.74493
27,11,11,0.034614,1040,1.51268,-124,-0.0178084,8056,9.74493
