index, frame, sample, time, raw[0], cal[0], raw[1], cal[1], raw[2], cal[2]
0,14,0,0.00122818,2680,3.46836,-108,0.00118723,7596,9.19996
1,14,1,0.00245635,2728,3.5256,-152,-0.0510507,7604,9.20943
2,14,2,0.00368453,2696,3.48744,-100,0.010685,7596,9.19996
3,14,3,0.0049127,2672,3.45882,-128,-0.0225573,7572,9.17152
4,14,4,0.00614088,2688,3.4779,-152,-0.0510507,7552,9.14783
5,14,5,0.00736905,2696,3.48744,-136,-0.0320551,7564,9.16205
6,14,6,0.00859723,2688,3.4779,-124,-0.0178084,7656,9.27104
7,14,7,0.00982541,2736,3.53514,-124,-0.0178084,7604,9.20943
8,14,8,0.0110536,2732,3.53037,-136,-0.0320551,7656,9.27104
9,14,9,0.0122818,2672,3.45882,-124,-0.0178084,7600,9.2047
10,14,10,0.0135099,2712,3.50652,-124,-0.0178084,7616,9.22365
11,14,11,0.0147381,2680,3.46836,-168,-0.0700463,7612,9.21891
12,14,12,0.0159663,2696,3.48744,-128,-0.0225573,7640,9.25208
13,14,13,0.0171945,2712,3.50652,-152,-0.0510507,7656,9.27104
14,14,14,0.0184226,2732,3.53037,-160,-0.0605485,7616,9.22365
15,14,15,0.0196508,2704,3.49698,-152,-0.0510507,7576,9.17626
16,15,0,0.020879,2680,3.46836,-108,0.00118723,7596,9.19996
17,15,1,0.0221072,2728,3.5256,-152,-0.0510507,7604,9.20943
18,15,2,0.0233353,2696,3.48744,-100,0.010685,7596,9.19996
19,15,3,0.0245635,2672,3.45882,-128,-0.0225573,7572,9.17152
20,15,4,0.0257917,2688,3.4779,-152,-0.0510507,7552,9.14783
21,15,5,0.0270199,2696,3.48744,-136,-0.0320551,7564,9.16205
22,15,6,0.028248,2688,3.4779,-124,-0.0178084,7656,9.27104
23,15,7,0.0294762,2736,3.53514,-124,-0.0178084,7604,9.20943
24,15,8,0.0307044,2732,3.53037,-136,-0.0320551,7656,9.27104
25,15,9,0.0319326,2672,3.45882,-124,-0.0178084,7600,9.2047
26,15,10,0.0331607,2712,3.50652,-124,-0.0178084,7616,9.22365
27,15,11,0.0343889,2680,3.46836,-168,-0.0700463,7612,9.21891
28,15,12,0.0356171,2696,3.48744,-128,-0.0225573,7640,9.25208
29,15,13,0.0368453,2712,3.50652,-152,-0.0510507,7656,9.27104
30,15,14,0.0380734,2732,3.53037,-160,-0.0605485,7616,9.22365
31,15,15,0.0393016,2704,3.49698,-152,-0.0510507,7576,9.17626
32,16,0,0.0405298,2720,3.51606,-152,-0.0510507,7632,9.24261
33,16,1,0.041758,2712,3.50652,-112,-0.00356168,7680,9.29947
34,16,2,0.0429862,2720,3.51606,-160,-0.0605485,7600,9.2047
35,16,3,0.0442143,2672,3.45882,-120,-0.0130595,7664,9.28052
36,16,4,0.0454425,2664,3.44928,-152,-0.0510507,7672,9.29
37,16,5,0.0466707,2664,3.44928,-160,-0.0605485,7656,9.27104
38,17,0,0.0478989,2656,3.43974,-144,-0.0415529,7596,9.19996
39,17,1,0.049127,2656,3.43974,-104,0.00593613,7608,9.21417
40,17,2,0.0503552,2672,3.45882,-112,-0.00356168,7636,9.24735
41,17,3,0.0515834,2648,3.4302,-144,-0.0415529,7604,9.20943
42,17,4,0.0528116,2672,3.45882,-136,-0.0320551,7628,9.23787
43,17,5,0.0540397,2656,3.43974,-120,-0.0130595,7616,9.22365
44,17,6,0.0552679,2640,3.42066,-144,-0.0415529,7552,9.14783
45,17,7,0.0564961,2680,3.46836,-160,-0.0605485,7616,9.22365
46,18,0,0.0577243,2680,3.46836,-136,-0.0320551,7568,9.16679
47,18,1,0.0589524,2688,3.4779,-116,-0.00831058,7616,9.22365
48,18,2,0.0601806,2664,3.44928,-108,0.00118723,7604,9.20943
49,18,3,0.0614088,2672,3.45882,-108,0.00118723,7632,9.24261
50,18,4,0.062637,2664,3.44928,-160,-0.0605485,7656,9.27104
51,18,5,0.0638651,2664,3.44928,-132,-0.0273062,7620,9.22839
52,18,6,0.0650933,2680,3.46836,-152,-0.0510507,7640,9.25208
53,18,7,0.0663215,2696,3.48744,-132,-0.0273062,7608,9.21417
54,19,0,0.0675497,2704,3.49698,-132,-0.0273062,7608,9.21417
55,19,1,0.0687778,2712,3.50652,-128,-0.0225573,7672,9.29
56,19,2,0.070006,2696,3.48744,-144,-0.0415529,7604,9.20943
57,19,3,0.0712342,2744,3.54468,-132,-0.0273062,7596,9.19996
58,19,4,0.0724624,2772,3.57807,-144,-0.0415529,7640,9.25208
59,19,5,0.0736905,2696,3.48744,-136,-0.0320551,7568,9.16679
60,19,6,0.0749187,2776,3.58284,-144,-0.0415529,7548,9.14309
61,19,7,0.0761469,2732,3.53037,-140,-0.036804,7628,9.23787
62,20,0,0.0773751,2696,3.48744,-156,-0.0557996,7604,9.20943
63,20,1,0.0786033,2772,3.57807,-152,-0.0510507,7596,9.19996
64,20,2,0.0798314,2736,3.53514,-168,-0.0700463,7568,9.16679
65,20,3,0.0810596,2764,3.56853,-116,-0.00831058,7588,9.19048
66,20,4,0.0822878,2764,3.56853,-116,-0.00831058,7648,9.26156
67,20,5,0.083516,2696,3.48744,-64,0.0534251,7672,9.29
68,20,6,0.0847441,2756,3.55899,-96,0.0154339,7656,9.27104
69,20,7,0.0859723,2748,3.54945,-116,-0.00831058,7656,9.27104
70,21,0,0.0872005,2764,3.56853,-116,-0.00831058,7640,9.25208
71,21,1,0.0884287,2768,3.5733,-160,-0.0605485,7612,9.21891
72,21,2,0.0896568,2780,3.58761,-160,-0.0605485,7656,9.27104
73,21,3,0.090885,2776,3.58284,-144,-0.0415529,7664,9.28052
74,21,4,0.0921132,2768,3.5733,-144,-0.0415529,7704,9.32791
75,21,5,0.0933414,2780,3.58761,-120,-0.0130595,7648,9.26156
76,21,6,0.0945695,2772,3.57807,-144,-0.0415529,7648,9.26156
77,21,7,0.0957977,2764,3.56853,-132,-0.0273062,7672,9.29
78,22,0,0.0970259,2764,3.56853,-116,-0.00831058,7640,9.25208
79,22,1,0.0982541,2768,3.5733,-160,-0.0605485,7612,9.21891
80,22,2,0.0994822,2780,3.58761,-160,-0.0605485,7656,9.27104
81,22,3,0.10071,2776,3.58284,-144,-0.0415529,7664,9.28052
82,22,4,0.101939,2768,3.5733,-144,-0.0415529,7704,9.32791
83,22,5,0.103167,2780,3.58761,-120,-0.0130595,7648,9.26156
84,22,6,0.104395,2772,3.57807,-144,-0.0415529,7648,9.26156
85,22,7,0.105623,2764,3.56853,-132,-0.0273062,7672,9.29
86,23,0,0.106851,2800,3.61146,-124,-0.0178084,7692,9.31369
87,23,1,0.108079,2808,3.621,-116,-0.00831058,7648,9.26156
88,23,2,0.109308,2820,3.63531,-136,-0.0320551,7656,9.27104
89,23,3,0.110536,2776,3.58284,-80,0.0344295,7588,9.19048
90,23,4,0.111764,2796,3.60669,-96,0.0154339,7608,9.21417
91,23,5,0.112992,2756,3.55899,-116,-0.00831058,7596,9.19996
92,23,6,0.11422,2808,3.621,-116,-0.00831058,7644,9.25682
93,23,7,0.115449,2788,3.59715,-140,-0.036804,7596,9.19996
94,24,0,0.116677,2776,3.58284,-152,-0.0510507,7600,9.2047
95,24,1,0.117905,2780,3.58761,-136,-0.0320551,7628,9.23787
96,24,2,0.119133,2792,3.60192,-124,-0.0178084,7608,9.21417
97,24,3,0.120361,2816,3.63054,-128,-0.0225573,7624,9.23313
98,24,4,0.121589,2776,3.58284,-136,-0.0320551,7588,9.19048
99,24,5,0.122818,2792,3.60192,-136,-0.0320551,7596,9.19996
100,24,6,0.124046,2756,3.55899,-168,-0.0700463,7624,9.23313
101,24,7,0.125274,2808,3.621,-136,-0.0320551,7640,9.25208
102,25,0,0.126502,2792,3.60192,-152,-0.0510507,7640,9.25208
103,25,1,0.12773,2808,3.621,-124,-0.0178084,7640,9.25208
104,25,2,0.128958,2780,3.58761,-124,-0.0178084,7696,9.31843
105,25,3,0.130187,2792,3.60192,-152,-0.0510507,7604,9.20943
106,25,4,0.131415,2764,3.56853,-100,0.010685,7648,9.26156
107,25,5,0.132643,2792,3.60192,-144,-0.0415529,7680,9.29947
108,25,6,0.133871,2756,3.55899,-136,-0.0320551,7664,9.28052
109,25,7,0.135099,2816,3.63054,-124,-0.0178084,7612,9.21891
110,25,8,0.136328,2764,3.56853,-96,0.0154339,7656,9.27104
111,26,0,0.137556,2780,3.58761,-136,-0.0320551,7568,9.16679
112,26,1,0.138784,2772,3.57807,-152,-0.0510507,7616,9.22365
113,26,2,0.140012,2732,3.53037,-128,-0.0225573,7588,9.19048
114,26,3,0.14124,2800,3.61146,-128,-0.0225573,7588,9.19048
115,26,4,0.142468,2752,3.55422,-132,-0.0273062,7608,9.21417
116,26,5,0.143697,2772,3.57807,-152,-0.0510507,7632,9.24261
117,26,6,0.144925,2744,3.54468,-144,-0.0415529,7624,9.23313
118,26,7,0.146153,2744,3.54468,-128,-0.0225573,7604,9.20943
119,27,0,0.147381,2720,3.51606,-160,-0.0605485,7568,9.16679
120,27,1,0.148609,2724,3.52083,-136,-0.0320551,7600,9.2047
121,27,2,0.149837,2688,3.4779,-124,-0.0178084,7588,9.19048
122,27,3,0.151066,2716,3.51129,-168,-0.0700463,7588,9.19048
123,27,4,0.152294,2752,3.55422,-116,-0.00831058,7664,9.28052
124,27,5,0.153522,2732,3.53037,-124,-0.0178084,7616,9.22365
125,27,6,0.15475,2720,3.51606,-160,-0.0605485,7612,9.21891
126,27,7,0.155978,2664,3.44928,-144,-0.0415529,7688,9.30895
